"bioID","firstName","middleName","lastName","fullGivenName","nameSuffix","nameNick","pos","height","weight","college","birthDate","birthCity","birthState","birthCountry","highSchool","hsCity","hsState","hsCountry","deathDate","race"
"gaydaed01","Edward","C.","Gayda","","","Ed","G-F","76","210","Washington State","1927-05-11","","","","Hoquiam","Hoquiam","WA","USA","0000-00-00","W"
"gearyre01","Reginald","Elliot","Geary","","","Reggie","G","74","187","Arizona","1973-08-31","Trenton","NJ","USA","Mater Dei","Santa Ana","CA","USA","0000-00-00","B"
"geigema01","Matthew","Allen","Geiger","","","Matt","C","84","243","Georgia Tech","1969-09-10","Salem","MA","USA","Countryside Senior","Clearwater","FL","USA","0000-00-00","W"
"georgja01","John","Edwin","George","","Jr.","Jack","G","74","190","LaSalle","1928-11-13","Swissvale","PA","USA","St. Johns Military","Washington","DC","USA","1989-01-30","W"
"gerargu01","Daniel","James","Gerard","","","Gus","F-G","80","200","Virginia","1953-07-27","Uniontown","PA","USA","Laurel Heights","Uniontown","PA","USA","0000-00-00","W"
"getchgo01","Charles","Gorham","Getchell","","","Gorham","C","76","205","Temple","1920-08-14","Abington","PA","USA","Jenkintown","Jenkintown","PA","USA","1980-07-07","W"
"gibsoho01","Ward","B.","Gibson","","Jr.","Hoot","F-C","77","198","Creighton","1921-12-05","","","","Roosevelt","Des Moines","IA","USA","1958-02-01","W"
"gibsome01","Melvin","L.","Gibson","","","Mel","G","75","180","Western Carolina","1940-12-30","Cordova","NC","USA","Rockingham","Rockingham","NC","USA","0000-00-00","W"
"gibsomi01","Michael","Jerome","Gibson","","","Mike","F","82","205","SC-Spartanburg","1960-10-27","Williamsburg Co.","SC","USA","Hemingway","Hemingway","SC","USA","0000-00-00","B"
"gillebe01","Benjamin","","Gillery","","","Ben","C","84","235","Georgetown","1965-09-19","Detroit","MI","USA","Central / Murray-Wright / Cody","Detroit","MI","USA","0000-00-00","B"
"gilliar01","Armen","Louis","Gilliam","Armon Louis Gilliam","","The Hammer","F-C","81","230","UNLV","1964-05-28","Pittsburgh","PA","USA","Bethel Park Senior","Bethel Park","PA","USA","2011-07-05","B"
"gilmuch01","Charles","E.","Gilmur","","Jr.","Chuck, Charlie","F-C","76","225","Washington","1922-08-13","Seattle","WA","USA","Lincoln","Seattle","WA","USA","2011-01-13","W"
"glickno01","Norman","Stanley","Glick","","","Normie","F","78.5","190","Loyola (CA)","1927-11-10","","","","Manual Arts","Los Angeles","CA","USA","1989-03-19","W"
"glovedi01","Micaiah","Diondae","Glover","","","Dion","G","77","220","Georgia Tech","1978-10-22","Marietta","GA","USA","Cedar Grove","Decatur","GA","USA","0000-00-00","B"
"gminsmi01","Michael","Thomas","Gminski","","","Mike, G-Man","C","83","250","Duke","1959-08-03","Monroe","CT","USA","Masuk","Monroe","CT","USA","0000-00-00","W"
"godfrda01","Daniel","Joseph","Godfread","","","Dan","C","82","250","Evansville","1967-06-14","Fort Wayne","IN","USA","Stillman Valley","Stillman Valley","IL","USA","0000-00-00","W"
"golato01","Thomas","Joseph","Gola","","","Tom, Mr. All-Around","G-F","78","205","LaSalle","1933-01-13","Philadelphia","PA","USA","LaSalle","Philadelphia","PA","USA","0000-00-00","W"
"goldfbe01","Benjamin","Paul","Goldfaden","","","Ben","F","73","185","George Washington","1913-09-06","","","","Southside","Newark","NJ","USA","0000-00-00","W"
"goodedr01","Andrew","Melvin","Gooden","","","Drew","F","82","230","Kansas","1981-09-24","Oakland","CA","USA","El Cerrito","El Cerrito","CA","USA","0000-00-00","B"
"goodrst01","Steven","Withington","Goodrich","","","Steve","F","82","220","Princeton","1976-03-18","Brussels","","BEL","William Penn Charter","Philadelphia","PA","USA","0000-00-00","W"
"goodwpo01","Wilfred","R.","Goodwin","","","Pop, Bill","F-C","74","203","none","1920-12-22","","","","St. John's Prep","Brooklyn","NY","USA","2005-05-17","W"
"gordobe01","Benjamin","","Gordon","","","Ben","G","75","200","Connecticut","1983-04-04","London","","ENG","Mount Vernon","Mount Vernon","NY","USA","0000-00-00","B"
"grabojo01","Joseph","W.","Graboski","","","Joe, Grabbo","F-C","79","195","none","1930-01-15","Chicago","IL","USA","Tuley","Chicago","IL","USA","1998-07-02","W"
"grahaca01","Calvin","J.","Graham","","","Cal","G","74","195","Gannon","1944-06-07","","","","Morris","Bronx","NY","USA","0000-00-00","B"
"grahagr01","Gregory","Lawrence","Graham","","","Greg","G","76","174","Indiana","1970-11-26","Indianapolis","IN","USA","Warren Central","Indianapolis","IN","USA","0000-00-00","B"
"grahama01","Robert","Malcolm","Graham","","","Mal","G","73","185","NYU","1945-02-23","Parrott","GA","USA","White Plains","White Plains","NY","USA","0000-00-00","B"
"grandji01","James","Thomas","Grandholm","","","Jim","F-C","84","235","South Florida","1960-10-04","Elkhart","IN","USA","Central","Elkhart","IN","USA","0000-00-00","W"
"grantbu01","Harry","Peter","Grant","","Jr.","Bud","F","75","195","Minnesota","1927-05-20","Superior","WI","USA","Central","Superior","WI","USA","0000-00-00","W"
"grantgr01","Gregory","Alan","Grant","","","Greg, Waterbug","G","67","140","Trenton State","1966-08-29","Trenton","NJ","USA","Central","Trenton","NJ","USA","0000-00-00","B"
"grantjo01","Joshua","David","Grant","","","Josh","F","81","223","Utah","1967-08-07","Salt Lake City","UT","USA","East","Salt Lake City","UT","USA","0000-00-00","W"
"gratedo01","Donald","","Grate","","","Don, Buckeye","F-G","74","180","Ohio State","1923-08-27","Greenfield","OH","USA","Greenfield","Greenfield","OH","USA","0000-00-00","W"
"gravebu01","Earl","Gilbert","Graves","","Jr.","Butch","G","75","200","Yale","1962-01-05","Scarsdale","NY","USA","Scarsdale","Scarsdale","NY","USA","0000-00-00","B"
"grayed01","Edward","","Gray","","Jr.","Ed","G","75","210","California","1975-09-27","Riverside","CA","USA","North","Riverside","CA","USA","0000-00-00","B"
"grayeje01","Jeffrey","","Grayer","","","Jeff","F-G","76","200","Iowa State","1965-12-17","Flint","MI","USA","Northwestern Community","Flint","MI","USA","0000-00-00","B"
"greacbo01","Robert","Alexander","Greacen","","","Bob","F","79","206","Rutgers","1947-09-15","(ht) Merchantville","NJ","USA","Merchantville","Merchantville","NJ","USA","0000-00-00","W"
"greenje01","Gerald","","Greenspan","","","Jerry","F","77","195","Maryland","1941-11-22","","","","Weequahic","Newark","NJ","USA","0000-00-00","W"
"greenjo01","John","M.","Green","","","Johnny, Jumpin' Johnny","F-C","77","200","Michigan State","1933-12-08","Dayton","OH","USA","Dunbar (DNP)","Dayton","OH","USA","0000-00-00","B"
"greenke01","Kenneth","","Green","","","Ken, Apple","F","80","215","Pan American","1959-09-19","Newman","GA","USA","Newman / West Fulton?","Newman / Atlanta?","GA","USA","0000-00-00","B"
"greenke02","Kenneth","Leroy","Green","","","Kenny","F","78","210","Wake Forest","1964-10-11","Eustis","FL","USA","Eustis","Eustis","FL","USA","0000-00-00","B"
"greenmi01","Michael","Kenneth","Green","","","Mike, Count","C-F","82","200","Louisiana Tech","1951-08-06","McComb","MS","USA","Higgins","McComb","MS","USA","0000-00-00","B"
"greensi01","Sihugo","","Green","","","Si","G-F","74","185","Duquesne","1933-08-20","New York","NY","USA","Boys","Brooklyn","NY","USA","1980-10-04","B"
"greenst01","Steven","Michael","Green","","","Steve","F","79","220","Indiana","1953-10-04","Madison","WI","USA","Silver Creek","Sellersburg","IN","USA","0000-00-00","W"
"greerha01","Harold","Everett","Greer","","","Hal","G-F","74","175","Marshall","1936-06-26","Huntington","WV","USA","Douglass","Huntington","WV","USA","0000-00-00","B"
"grekino01","Norman","","Grekin","","","Norm","F","77","180","LaSalle","1930-06-22","","","","West Philadelphia","Philadelphia","PA","USA","1981-09-29","W"
"grigsch01","Charles","L.","Grigsby","","","Chuck","G","77","190","Dayton","1928-08-15","Dayton","OH","USA","Stivers","Dayton","OH","USA","2003-07-15","W"
"grimmde01","William","Derek","Grimm","","","Derek","F","81","228","Missouri","1974-08-03","Peoria","IL","USA","Morton","Morton","IL","USA","0000-00-00","W"
"grimswo01","George","W.","Grimshaw","","","Woody, Woodie","G","73","185","Brown","1919-09-24","","","ENG","Dean Academy","Franklin ","MA","USA","0000-00-00","W"
"groatdi01","Richard","Morrow","Groat","","","Dick","G","71.5","180","Duke","1930-11-04","Wilkinsburg","PA","USA","Swissvale","Swissvale","PA","USA","0000-00-00","W"
"grossbo01","Robert","Edwin","Gross","","","Bob","F-G","78","200","Long Beach State","1953-08-03","San Pedro","CA","USA","Fermin Lausen","San Pedro","CA","USA","0000-00-00","W"
"grossmi01","Michael","James","Grosso","","","Mike","C","81","230","Louisville","1947-09-07","Raritan","NJ","USA","Bridgewater-Raritan","Raritan","NJ","USA","0000-00-00","W"
"grubadi01","Richard","Arthur","Grubar","","","Dick","G","76","184","North Carolina","1947-07-26","Schenectady","NY","USA","Bishop Gibbons","Schenectady","NY","USA","0000-00-00","W"
"grunfer01","Ernest","","Grunfeld","","","Ernie, Stump","G-F","78","210","Tennessee","1955-04-24","Satu-Mare","","ROM","Forest Hills","Forest Hills","NY","USA","0000-00-00","W"
"guarige01","Eugene","Michael","Guarilia","","","Gene","F","77","220","George Washington","1937-09-13","Duryea","PA","USA","Holy Rosary","Duryea","PA","USA","0000-00-00","W"
"gudmupe01","Karl","Petur","Gudmundsson","","","Petur","C","86","250","Washington","1958-10-30","Reykjavik","","ISL","Mercer Island","Mercer Island","WA","USA","0000-00-00","W"
"gueriri01","Richard","V.","Guerin","","","Richie","G","76","195","Iona","1932-05-29","New York","NY","USA","Mount St. Michael","Bronx","NY","USA","0000-00-00","W"
"guglito01","Thomas","James","Gugliotta","","","Tom, Googs","F","82","240","North Carolina State","1969-12-19","Huntington Station","NY","USA","Walt Whitman","Huntington Station","NY","USA","0000-00-00","W"
"gunthda01","David","C.","Gunther","","","Dave","F","79","190","Iowa","1937-07-22","","","","Lemars","Lemars","IA","USA","0000-00-00","W"
"guokaal01","Albert","G.","Guokas","","","Al, Gook","F-G","77","200","St. Joseph's (PA)","1925-08-07","","","","St. Joseph's Prep","Philadelphia","PA","USA","1990-08-02","W"
"guokama01","Matthew","George","Guokas","","Sr.","Matt","F","75","195","St. Joseph's (PA)","1915-11-11","Philadelphia","PA","USA","Roman Catholic","Philadelphia","PA","USA","1993-12-09","W"
"guokama02","Matthew","George","Guokas","","Jr.","Matt","G-F","77","175","St. Joseph's (PA)","1944-02-25","Philadelphia","PA","USA","St. Joseph's Prep","Philadelphia","PA","USA","0000-00-00","W"
"guytoaj01","Arthur","James","Guyton","","","A.J.","G","73","175","Indiana","1978-02-13","Peoria","IL","USA","Central","Peoria","IL","USA","0000-00-00","B"
"hackeru01","Rudolph","","Hackett","","","Rudy","F","81","210","Syracuse","1953-05-10","Mount Vernon","NY","USA","Mount Vernon","Mount Vernon","NY","USA","0000-00-00","B"
"hadnoji01","James","Weldon","Hadnot","","","Jim","C-F","82","235","Providence","1940-01-15","Jasper","TX","USA","McClymonds","Oakland","CA","USA","1998-08-02","B"
"hagancl01","Clifford","Oldham","Hagan","","","Cliff, Li'l Abner","F-G","76","210","Kentucky","1931-12-09","Owensboro","KY","USA","Owensboro","Owensboro","KY","USA","0000-00-00","W"
"haganto01","Thomas","Medard","Hagan","","","Tom","G","75","185","Vanderbilt","1947-01-29","Louisville","KY","USA","St. Xavier","Louisville","KY","USA","0000-00-00","W"
"hairsal01","Alan","Leroy","Hairston","","","Al","G","73","170","Bowling Green","1945-12-11","","","","Mount Clemens","Mount Clemens","MI","USA","0000-00-00","B"
"hairsha01","Harold","","Hairston","","","Happy, Hap, Super-Sub","F","79","225","NYU","1942-05-31","Winston-Salem","NC","USA","Erasmus Hall / Linbloom / Atkins","Brooklyn / Winston-Salem / Winst-Sm","NY / NC","USA","2001-05-01","B"
"halbech01","Charles","P.","Halbert","","","Chick, Chuck","C","81","225","West Texas State","1919-02-27","","","","House","House","NM","USA","0000-00-00","W"
"halbrsw01","Harvey","Wade","Halbrook","","","Wade, Swede","C","87","230","Oregon State","1933-01-30","Dresden","TN","USA","Lincoln","Portland","OR","USA","1988-04-05","W"
"halebr01","William","Bruce","Hale","","","Bruce","G-F","73","170","Santa Clara","1918-08-30","Medford","OR","USA","Galileo","San Francisco","CA","USA","1980-12-30","W"
"hallije01","Jeffrey","","Halliburton","","","Jeff","G","77","190","Drake","1949-07-03","","","","Malverne","Malverne","NY","USA","0000-00-00","B"
"hallmi01","Michael","Horus","Hall","","","","F","80","230","George Washington","1984-06-05","Chicago","IL","USA","Alan B. Shepard","Palos Heights","IL","USA","0000-00-00","B"
"hamerst01","Stevie","Ray","Hamer","","","Steve","C","84","245","Tennessee","1973-11-13","Memphis","TN","USA","Middleton","Middleton","TN","USA","0000-00-00","B"
"hamiljo01","James","","Hamilton","","Jr.","Joe, Little Joe","G","70","160","North Texas State","1948-07-05","Lexington","KY","USA","Dunbar","Lexington","KY","USA","0000-00-00","B"
"hamilta01","Tephen","","Hamilton","","","Tang","F","80","220","Mississippi State","1978-05-26","Jackson","MS","USA","Lanier","Jackson","MS","USA","0000-00-00","B"
"hamoojo01","Joseph","","Hamood","","","Joe","G","72","180","Houston","1943-09-07","","","","Fordson","Dearborn","MI","USA","1970-08-19","W"
"handlbe01","Benjamin","","Handlogten","","","Ben","C","82","240","Western Michigan","1973-11-12","Grand Rapids","MI","USA","South Christian","Grand Rapids","MI","USA","0000-00-00","W"
"hannual01","Alexander","Murray","Hannum","","","Alex","F-C","78.5","210","USC","1923-07-19","Los Angeles","CA","USA","Alexander Hamilton","Los Angeles","CA","USA","2002-01-18","W"
"hanrado01","Donald","","Hanrahan","","","Don","F","79","200","Loyola (IL)","1929-02-06","Chicago","IL","USA","Foreman","Chicago","IL","USA","2010-02-08","W"
"hansebo01","Robert","Louis","Hansen","","II","Bob, Bobby","G","78","190","Iowa","1961-01-18","Des Moines","IA","USA","Dowling","West Des Moines","IA","USA","0000-00-00","W"
"hansore01","Reginald","Leonard","Hanson","","","Reggie","F","80","195","Kentucky","1968-10-06","Charlotte","NC","USA","Pulaski County","Somerset","KY","USA","0000-00-00","B"
"hanzlbi01","William","Henry","Hanzlik","","","Bill","G-F","79","185","Notre Dame","1957-12-06","Middletown","OH","USA","Memorial / Lake Oswego","Beloit / Lake Oswego","WI / OR","USA","0000-00-00","W"
"haranlu01","Lucas","Cameron","Harangody","","","Luke","F","80","246","Notre Dame","1988-01-02","Decatur","IL","USA","Andrean","Merrillville","IN","USA","0000-00-00","W"
"hardati01","Timothy","Duane","Hardaway","","","Tim, The Bug","G","72","175","UTEP","1966-09-01","Chicago","IL","USA","Carver","Chicago","IL","USA","0000-00-00","B"
"hardire01","Reginald","","Harding","","","Reggie","C","84","249","none","1942-05-04","","","","Northeastern/Moore/Eastern/Christian Inst.","Detroit3/Nashville","MI/TN","USA","1972-09-02","B"
"hardnch01","Charles","","Hardnett","","","Charlie","F-C","80","220","Grambling","1938-09-13","Atlanta","GA","USA","Carver Vocational","Atlanta","GA","USA","0000-00-00","B"
"harknje01","Jerald","B.","Harkness","","","Jerry","G","74","175","Loyola (IL)","1940-05-07","New York","NY","USA","DeWitt Clinton","Bronx","NY","USA","0000-00-00","B"
"harlisk01","Jules","Peter","Harlicka","","","Skip","G","73","178","South Carolina","1946-10-14","Trenton","NJ","USA","Notre Dame","Trenton","NJ","USA","0000-00-00","W"
"harpemi01","Michael","Edward","Harper","","","Mike","C-F","82","195","North Park","1957-12-09","Chicago","IL","USA","Quigley South","Chicago","IL","USA","0000-00-00","B"
"harpero01","Ronald","","Harper","","","Ron, Hollywood","G-F","78","185","Miami (OH)","1964-01-20","Dayton","OH","USA","Kiser","Dayton","OH","USA","0000-00-00","B"
"harprma01","Matthew","Joseph","Harpring","","","Matt","F","79","231","Georgia Tech","1976-05-31","Cincinnati","OH","USA","Marist School","Atlanta","GA","USA","0000-00-00","W"
"harrial01","Albert","","Harrington","","","Al","F","81","230","none","1980-02-17","Los Angeles","CA","USA","Roselle / St. Patrick's","Roselle / Elizabeth","NJ","USA","0000-00-00","B"
"harriar01","Arthur","Carlos","Harris","","Jr.","Art","G","76","185","Stanford","1947-01-13","Chicago","IL","USA","Jordan","Los Angeles","CA","USA","2007-10-13","B"
"harribe01","C.","Bernard","Harris","","","Bernie","F","82","200","Virginia Commonwealth","1950-11-26","Roanoke","VA","USA","Northside","Roanoke","VA","USA","0000-00-00","B"
"harribo01","Robert","Azzel","Harris","","","Bob, Gabby, Li'l Abner","F-C","79","185","Oklahoma A&M","1927-03-16","Linden","TN","USA","Battleground Academy / Linden","Franklin / Linden","TN","USA","0000-00-00","W"
"harribo02","Robert","William","Harrison","","","Bob, Tiger","G","73","190","Michigan","1927-08-12","","","","Woodward","Toledo","OH","USA","0000-00-00","W"
"harrich01","Christopher","R.","Harris","","","Chris","G","75","190","Dayton","1933-08-11","Southampton","","ENG","Sewanaka","Floral Park","NY","USA","0000-00-00","W"
"harriju01","Lorinza","","Harrington","","","J.R., Junior","G","76","180","Wingate","1980-10-02","Wagram","NC","USA","Scotland County","Wagram","NC","USA","0000-00-00","B"
"harrima01","Corperryale","L'Adorable","Harris","","","Manny","G","77","185","Michigan","1989-09-21","Detroit","MI","USA","Redford","Detroit","MI ","USA","0000-00-00","B"
"harrist01","Steven","Dwayne","Harris","","","Steve","G","77","195","Tulsa","1963-10-15","Kansas City","MO","USA","Blue Springs","Blue Springs","MO","USA","0000-00-00","B"
"hassebi01","William","Joseph","Hassett","","","Billy","G","70.5","180","Notre Dame","1921-10-21","","","","LaSalle Academy","New York","NY","USA","1992-11-18","W"
"hassejo01","Joseph","Patrick","Hassett","","Jr.","Joe, Joey","G","77","180","Providence","1955-09-11","Providence","RI","USA","LaSalle","Providence","RI","USA","0000-00-00","W"
"hattove01","Walter","Vernon","Hatton","","","Vern","G","75","193","Kentucky","1936-01-13","Owingsville","KY","USA","Lafayette","Lexington","KY","USA","0000-00-00","W"
"hawesst01","Steven","Sherburne","Hawes","","","Steve","C-F","81","220","Washington","1950-05-26","Seattle","WA","USA","Mercer Island","Mercer Island","WA","USA","0000-00-00","W"
"hawkico01","Cornelius","L.","Hawkins","","","Connie, Hawk","F-C","80","201","Iowa  (dnp)","1942-07-17","Brooklyn","NY","USA","Boys","Brooklyn","NY","USA","0000-00-00","B"
"hawkima01","James","Marshall","Hawkins","","","Marshall","F","75","205","Tennessee","1924-08-03","Huntington","WV","USA","Huntington","Huntington","WV","USA","0000-00-00","W"
"hawkimi01","Steven","Michael","Hawkins","","","Michael","G","72","178","Xavier (OH)","1972-10-28","Canton","OH","USA","McKinley","Canton","OH","USA","0000-00-00","B"
"hawkito01","Thomas","Jerome","Hawkins","","","Tom, Hawk","F","77","210","Notre Dame","1936-12-22","Chicago","IL","USA","Parker","Chicago","IL","USA","0000-00-00","B"
"hayesch01","Charles","Edward","Hayes","","Jr.","","F","78","242","Kentucky","1983-06-11","San Leandro","CA","USA","Modesto Christian","Modesto","CA","USA","0000-00-00","B"
"hayesst01","Steven","Leonard","Hayes","","","Steve","C","84","205","Idaho State","1955-08-02","American Falls","ID","USA","Aberdeen","Aberdeen","ID","USA","0000-00-00","W"
"heddehe01","Herman","Arthur","Hedderick","","","Herm","G","77","170","Canisius","1930-01-01","(ht) Erie","PA","USA","Mill Creek","Mill Creek","PA","USA","0000-00-00","W"
"heinsto01","Thomas","William","Heinsohn","","","Tom, Tommy, Ack-Ack, Heiny, Tommy Gun","F-C","79","218","Holy Cross","1934-08-26","Union City","NJ","USA","St. Michael's","Union City","NJ","USA","0000-00-00","W"
"hemridi01","Ned","Dixon","Hemric","","","Dick","F","77","220","Wake Forest","1933-08-29","Jonesville","NC","USA","Jonesville","Jonesville","NC","USA","0000-00-00","W"
"hendeda01","David","McKinley","Henderson","","","Dave","G","77","195","Duke","1964-07-21","Henderson","NC","USA","Warren County","Warrenton","NC","USA","0000-00-00","B"
"hendege01","Jerome","McKinley","Henderson","","Sr.","Gerald","G","74","175","Virginia Commonwealth","1956-01-16","Richmond","VA","USA","Huguenot","Richmond","VA","USA","0000-00-00","B"
"hendejr01","Milton","","Henderson","","Jr.","J.R.","F","80","226","UCLA","1976-10-30","Bakersfield","CA","USA","East Bakersfield","Bakersfield","CA","USA","0000-00-00","B"
"hendeto01","Thomas","Edward","Henderson","","","Tom","G","75","190","Hawaii","1952-01-26","Newberry","SC","USA","DeWitt Clinton","Bronx","NY","USA","0000-00-00","B"
"hennela01","Lawrence","E.","Hennessy","","","Larry","G","75","185","Villanova","1929-05-20","New Rochelle","NY","USA","Blessed Sacrament","New Rochelle","NY","USA","2008-08-20","W"
"henrido01","Donald","Anton","Henriksen","","","Don","F-C","79","225","California","1929-10-10","","","","","","","","2008-05-14","W"
"henryal01","Albert","J.","Henry","","Jr.","Al, The Tree","C","81","190","Wisconsin","1949-02-09","","","","Hamilton","Memphis","TN","USA","0000-00-00","B"
"henrybi01","William","Gambrell","Henry","","","Bill, Big Bill","C","81","215","Rice","1924-12-27","Dallas","TX","USA","Highland Park","Dallas","TX","USA","0000-00-00","W"
"henrysk01","Herman","","Henry","","","Skeeter","G-F","79","190","Oklahoma","1967-12-08","Dallas","TX","USA","South Grand Prairie","South Grand Prairie","TX","USA","0000-00-00","B"
"hensost01","Steven","Michael","Henson","","","Steve","G","71","177","Kansas State","1968-02-02","Junction City","KS","USA","McPherson","McPherson","KS","USA","0000-00-00","W"
"hentzch01","Charles","","Hentz","","","Charlie, Helicopter","F","77","210","Arkansas AM&N","1947-09-13","","","","","","","","0000-00-00","B"
"hermabi01","William","R.","Herman","","","Bill","G","75","170","Mount Union","1924-05-17","","","","","","","","0000-00-00","W"
"hermskl01","Clarence","Henry","Hermsen","","","Kleggie","C-F","80.5","225","Minnesota","1923-03-12","Hill City","MN","USA","Vocational","Minneapolis","MN","USA","1994-03-02","W"
"hertzso01","Sidney","","Hertzberg","","","Sonny","G","70","175","CCNY","1922-07-29","Brooklyn","NY","USA","Tilden","Brooklyn","NY","USA","2005-07-25","W"
"hewitbi01","William","Severlyn","Hewitt","","","Bill","F","79","210","USC","1944-08-08","Cambridge","MA","USA","Cambridge Rindge & Latin","Cambridge","MA","USA","0000-00-00","B"
"hewsoja01","John","G.","Hewson","","","Jack","F-C","78","195","Temple","1924-09-07","(ht) Waldwick","NJ","USA","","","","","0000-00-00","W"
"heymaar01","Arthur","Bruce","Heyman","","","Art","F-G","77","205","Duke","1941-06-24","New York","NY","USA","Oceanside","Oceanside","NY","USA","0000-00-00","W"
"hickena01","Matthew","","Hickey","","","Nat","G-F","71","180","none","1902-01-30","","","","","","","","0000-00-00","W"
"hicksph01","Phillip","James","Hicks","","","Phil","F","79","205","Tulane","1953-01-31","Chicago","IL","USA","Brother Rice","Chicago","IL","USA","0000-00-00","W"
"higgibi01","William","","Higgins","","","Bill","G","74","180","Ashland","1952-12-15","Toledo","OH","USA","Dunbar","Dayton","OH","USA","0000-00-00","B"
"higgico01","Courdon","","Higgins","","","Cory","G","77","180","Colorado","1989-06-14","Danville","CA","USA","Monte Vista / IMG Pendleton School","Danville / Bradenton","CA / FL","USA","0000-00-00","B"
"higgiea01","Earle","Brent","Higgins","","","Sticks","F","80","195","Eastern Michigan","1946-12-30","","","","Ann Arbor","Ann Arbor","MI","USA","0000-00-00","B"
"higgimi01","Michael","S.","Higgins","","","Mike","F","81","215","Northern Colorado","1967-02-17","Grand Island","NE","USA","West","Greeley","CO","USA","0000-00-00","W"
"higgiro01","Roderick","Dwayne","Higgins","","","Rod","F-C-G","79","200","Fresno State","1960-01-31","Monroe","LA","USA","Thornton Township","Harvey","IL","USA","0000-00-00","B"
"higgske01","Kenneth","Lee","Higgs","","Jr.","Kenny","G","72","180","Louisiana State","1955-01-31","Owensboro","KY","USA","Owensboro","Owensboro","KY","USA","0000-00-00","B"
"hillhar01","Arthur","Sherwood","Hillhouse","","","Art","C","79","220","LIU","1916-06-12","","","","Rutherford","Rutherford","NJ","USA","1980-10-27","W"
"hirscme01","Melvin","M.","Hirsch","","","Mel","G","66","165","Brooklyn","1921-07-31","","","","","","","","0000-00-00","W"
"hitchle01","Lewis","Rufus","Hitch","","","Lew","F-C","80","200","Kansas State","1929-07-16","Griggsville","IL","USA","Griggsville","Griggsville","IL","USA","2012-02-08","W"
"hoefech01","Adolph","Charles","Hoefer","","","Dutch, Charlie, Chuck","G","69","158","Queens","1917-07-12","","","","Newtown","Elmhurst","NY","USA","0000-00-00","W"
"hogsebo01","Robert","L.","Hogsett","","","Bob","F","79","230","Tennessee","1941-01-29","","","","Holston Valley","Holston Valley","TN","USA","1984-12-05","W"
"hoguedu01","Paul","H.","Hogue","","","Duke","C","81","240","Cincinnati","1940-04-28","Knoxville","TN","USA","Austin","Knoxville","TN","USA","2009-08-17","B"
"hoibefr01","Fredrick","Kristian","Hoiberg","","","Fred, The Mayor","G","76","203","Iowa State","1972-10-15","Lincoln","NE","USA","Ames","Ames","IA","USA","0000-00-00","W"
"hollabr01","John","Bradley","Holland","","","Brad","G","75","180","UCLA","1956-12-06","Billings","MT","USA","Crescenta Valley","LaCanada","CA","USA","0000-00-00","W"
"hollajo01","Joseph","Burnett","Holland","","Sr.","Joe","F","76","185","Kentucky","1925-09-26","","","","Benton","Benton","KY","USA","2010-09-18","W"
"holmade01","Dennis","R.","Holman","","","Denny","G","75","175","Southern Methodist","1945-10-08","","","","Hillcrest ","Dallas","TX","USA","0000-00-00","W"
"holstji01","James","H.","Holstein","","","Jim","F-G","74","180","Cincinnati","1930-09-24","","","","Hamilton Catholic","Hamilton","OH","USA","2007-12-16","W"
"holtaw01","Alvin","William","Holt","","","A.W.","F","79","210","Jackson State","1946-08-26","","","","Brinkley","Jackson","MS","USA","0000-00-00","B"
"holubdi01","Richard","W.","Holub","","","Dick","C","78","205","LIU","1921-10-29","Racine","WI","USA","Flushing","Flushing","NY","USA","2009-07-27","W"
"holupjo01","Joseph","J.","Holup","","","Joe","F","78","215","George Washington","1934-02-26","(ht) Swoyersville","PA","USA","Swoyersville","Swoyersville","PA","USA","1998-01-28","W"
"holzmre01","William","","Holzman","","","Red","G","70","175","CCNY","1920-08-10","Brooklyn","NY","USA","Franklin K. Lane","Brooklyn","NY","USA","1998-11-13","W"
"hoopebo01","Bobby","Joe","Hooper","","","Bobby Joe, Bob","G","72","180","Dayton","1946-12-22","Lee's Creek","OH","USA","Simon Kenton","Dayton","OH","USA","0000-00-00","W"
"hooveto01","Thomas","Lee","Hoover","","Jr.","Tom","C","81","230","Villanova","1941-01-23","Washington","DC","USA","Dunbar / Archbishop Carroll","Washington","DC","USA","0000-00-00","B"
"hopkibo01","Robert","M.","Hopkins","","","Bob","C-F","80","205","Grambling","1934-11-03","Jonesboro","LA","USA","Jonesboro","Jonesboro","LA","USA","0000-00-00","B"
"hoppeda01","David","Dirk","Hoppen","","","Dave","C-F","83","235","Nebraska","1964-03-13","Omaha","NE","USA","Benson","Omaha","NE","USA","0000-00-00","W"
"horanjo01","John","F.","Horan","","","Johnny, The Vertical Hyphen","F","80","190","Dayton","1932-11-24","","","","St. Thomas Military Academy","St. Paul","MN","USA","1980-11-14","W"
"horfoti01","Alfredo","William","Horford","","","Tito","C","85","245","Miami (FL)","1966-01-19","LaRomana","","DOM","LaRomana / Marian Christian","LaRomana / Houston","  / TX","DOM/USA","0000-00-00","B"
"hornaje01","Jeffrey","John","Hornacek","","","Jeff","G","75","190","Iowa State","1963-05-03","Elmhurst","IL","USA","Lyons Township","LaGrange","IL","USA","0000-00-00","W"
"hornro01","Ronnie","Leroy","Horn","","","Ron","F","79","220","Indiana","1938-05-24","Marion","IN","USA","Mississinewa","Gas City","IN","USA","2002-10-05","W"
"hortoed01","Edward","C.","Horton","","","Ed","F","80","230","Iowa","1967-12-17","Springfield","IL","USA","Lanphier","Springfield","IL","USA","0000-00-00","B"
